"('mnhouseDFL', 'ElectionDay2018')",1
"('MinnesotaDFL', 'VoteDem')",1
"('sharicedavids', 'StaceyAdams')",1
"('LSPnow', 'OneMinnesota')",1
"('MacChomhghaill', 'DeMOBcRats')",1
"('RepMullin', 'SHAMEONWARREN')",1
"('BlahaForAuditor', 'MN')",2
"('SenWarren', 'ElizabethWarren')",1
"('RepMullin', 'FakeNews')",1
"('PauletteEJordan', 'ID')",1
"('BrookeBCNN', 'Idiots')",1
"('cdeanda4', 'ShariceForCongress')",1
"('BucknerWebb', 'MedicaidExpansion')",1
"('Acosta', 'Trumpganda')",2
"('PBSKIDS', 'William')",1
"('GOP', 'Alaska')",1
"('sharicedavids', 'HistoryHasItsEyesOnUs')",1
"('MNJeffJohnson', 'TurnMNRed')",2
"('RedNovemberToo', 'VoteRedToSaveAmerica')",2
"('MaryRohlfing', 'EndorsedByThePeople')",1
"('GOPChairwoman', 'NM02')",1
"('peggyflanagan', 'KeepMnStrongAndBlue')",1
"('GOP', 'FightOn')",1
"('votetupola', 'HiloRain')",1
"('urbannavajo', 'GOTV')",2
"('StittforGov', 'GoodDayOK')",1
"('RepMullin', 'Vote')",2
"('DunnCampaign', 'GetOutTheVote')",1
"('KevinYoder', 'ShariceDavids')",1
"('JWadeTaylor', 'KS03')",1
"('SenWarren', 'Trump')",1
"('urbannavajo', 'cryptoforgood')",1
"('IdeologyWars', 'usa')",1
"('BethNickel2', 'termlimits')",1
"('TinaSmithMN', 'VoteDFL')",1
"('KRMGtulsa', 'crickets')",1
"('Deb4CongressNM', 'SupportEachOther')",1
"('StittforGov', 'v')",2
"('Deb4CongressNM', 'Indigenous')",1
"('RepRussell', 'kavanaugh')",1
"('VP', 'Tulsa')",2
"('BillKristol', 'Trumpganda')",1
"('JanzforCongress', 'TraitorNunes')",1
"('Sshokes', 'SusanSarandon')",1
"('StittforGov', 'VOTESTITT')",1
"('Deb4CongressNM', 'MakeHistory')",1
"('AmyMcGrathKY', 'KS3')",1
"('AngieCraigMN', 'GOTV')",1
"('Bridget_Sande', 'RockStarStatus')",1
"('Tim_Walz', 'ForEveryOneofUs')",1
"('PauletteEJordan', 'MAGA')",1
"('NDNCOWGIRL', 'DebraLekanoff')",1
"('PauletteEJordan', 'MidtermsMatter')",1
"('TheSiouxChef', 'MNstudies')",2
"('WIGreens', 'GreenYourVote')",2
"('MickRich4Senate', 'JobsNotMobs')",1
"('GerriCannon', 'VoteBlue')",10
"('PauletteEJordan', 'DecolonizingWealth')",4
"('SenateGOP', 'Racism')",1
"('GOP', 'Deb4CongressNM')",1
"('sharicedavids', 'ProgressiveSocialism')",1
"('counterchekist', 'Trumpganda')",2
"('AllbrightNFL', 'Browns')",1
"('seanhannity', 'HollyweirdEducation')",1
"('thejiltedjohn', 'Lincoln')",1
